,label,title,text
20400,2,Vijay takes win in stride,"NORTON -- Most people will look back on the final round of the 2004 Deutsche Bank Championship and think,  ""wasnt that poetic "" -- Vijay Singh overtakes Tiger Woods in the world rankings by beating him head-to-head on the golf course."
49201,3,Wal-Mart wireless with RadioShack,RadioShack to take over the operation of cell phone kiosks at retailer 's Sam 's Club stores. NEW YORK (Reuters) - RadioShack Corp.
72426,3,Delta likely to land in 1 of 3 courts,"With the likelihood of bankruptcy growing stronger each day, Delta Air Lines Inc. officials may consider  ""shopping out "" to another bankruptcy court outside of Atlanta to get the most favorable conditions for restructuring their business."
106736,3,Macquarie led consortium acquires UK 's ntl Broadcast,"A Macquarie Communications Infrastructure Group (MCG) led consortium (Consortium), in which Macquarie Bank Limited (MBL) has an approximate 13 interest, today announced it has been selected as the successful bidder for the acquisition of National "
97151,4,Google releases Scholar Search,"In the latest release of its customized search engines, the groups of people to be benefited are Scholars and Scientists. The engine is called Google Scholar and as usual with Google, it is in beta."
107747,2,"Benfica, Alkmaar Reach Last 32 of UEFA Cup Soccer Tournament",Benfica beat Beveren 3-0 and Alkmaar of the Netherlands defeated Rangers 1-0 to advance in European soccer 's UEFA Cup. Italy 's Lazio was eliminated.
82088,2,Sugar Bowl will leave Tigers with bitter taste,"If theyd lost a game, they would understand. If they hadnt won their conference championship game, they wouldnt argue. If theyd even ever really struggled to win, they could see being left out on the championship picture."
69606,1,No Harry apology to photographer,Prince Charles' spokesman says Prince Harry will not apologise to a photographer he scuffled with.
3373,1,El Salvador Prison Battle Kills 31 Inmates,"SAN SALVADOR (Reuters) - Rival groups of inmates battled with guns, grenades and machetes at a prison in El Salvador on Wednesday, killing at least 31 prisoners. "
47903,2,A Giant collapse Crushing loss to LA in ninth inning dims playoff <b>...</b>,Los Angeles - -- JT Snow never turned to see Steve Finley 's grand slam land softly in the right-field pavilion. He just lowered his head and jogged off the field.
31713,2,NL notables,Montreal's Tony Armas Jr. was a late scratch for his start at Philadelphia because of tendinitis in his right shoulder.
18479,2,Tenn. Coach Excited About Freshman QBs (AP),"AP - Coach Phillip Fulmer can relate to Tennessee's fans. He, too, is eager to see how his two freshmen quarterbacks do in their college debuts."
116304,4,Google Strikes Deals for Library Content,"Google reached agreements with several major research libraries to digitize the content of thousands of books in their archives, adding momentum to the search giant 's effort to catalog vast amounts of offline information in addition to Web pages, the "
12896,3,Yahoo sells $191 millions in Google stock,": Yahoo Inc. said today it sold $191 millions in Google Inc. stock in that company 's initial public offering, cashing out some of the 2.7 million shares Google gave Yahoo this month to settle two disputes."
29201,1,Kofi Annan: Globally Popular Mainstay of the UN,"Having dedicated more than 40 years to the United Nations, the seventh Secretary General Kofi Annan is a well-liked and admired global figure."
94595,2,Taking it from the top,"Kansas is on top right now, ranked first in the Associated Press preseason Top 25 poll. In the past, such an honor would be regarded with some trepidation since the list of teams that started and ended the season No. 1 is a short one. North Carolina made the run in 1994, Duke in 1992 and UNLV a year before ..."
64194,4,Scientists: New planets may take longer,It may take much longer than scientists have thought for violent turbulence to turn grains of space dust into new planets. A NASA telescope recently discovered evidence that 
91692,2,NASCAR to Keep New Points System for 2005,"NASCAR chairman Brian France will keep the new points system in place for next year, satisfied that the closest championship race in history is proof that the 10-race playoff structure works better than expected."
4410,4,Apple's iPod a Huge Hit in Japan,"The iPod is proving a colossal hit on the Japanese electronics and entertainment giant's home ground. The tiny white machine is catching on as a fashion statement and turning into a cultural icon here, much the same way it won a fanatical following in the United States."
101763,2,A Proud Father,"One of the most dynamic players on the Cavaliers team, Darryl Blackstock, makes sure that he takes care of his 15-month-old son."
2673,4,Radiation and Drug Combo Help With Prostate Cancer,"By LINDSEY TANNER    CHICAGO (AP) -- Men with prostate cancer that doesn't appear to have spread have better survival chances when they get short-term hormone treatment along with standard radiation, rather than radiation alone, a small study found.    Almost five years after treatment, six men in the radiation-only study group died of prostate cancer; none of the men who got combined treatment died of prostate cancer..."
45549,3,Nortel Lowers Job-Cut Estimates,Nortel Networks Corp. on Thursday said it would cut fewer jobs than announced in August as part of the effort to improve its financial condition.
109000,1,Bombers target Iraqi security forces,"BAGHDAD - Two powerful car bombs exploded simultaneously Saturday near Baghdad 's most heavily guarded area, killing at least seven police officers and wounding 59 others."
112246,1,Disease risk stops Falluja return,"Sewage and rabid animals are hindering the return of refugees to the battered Iraqi city, the US military says."
35605,3,"Aviva to move 7,000 jobs to Asia","Britain 's largest insurer Aviva says it plans to have moved up to 7,000 UK jobs to low-cost centres in Asia by the end of 2007, the final figure in its controversial programme to shift jobs offshore."
9620,2,Don 't do the math in the Hamm controversy,"If everybody always agreed with me, there wouldn 't be any sense in writing a column. So in the true Olympic spirit, it 's your turn."
55506,1,Opposition Alleges Afghan Election Fraud,"KABUL, Afghanistan - Afghanistan's historic presidential election turned sour Saturday when all 15 candidates opposing U.S.-backed interim President Hamid Karzai withdrew in the middle of voting, charging the government and the United Nations with fraud and incompetence.    In the end, faulty ink - not Taliban bombs and bullets - threatened three years of painstaking progress toward democracy..."
72480,3,Classmates Online sells for $100 million,Classmates Online founder Randy Conrads was feeling good yesterday after the company he started nine years ago in the basement of his Kent home was sold for $100 million in cash to United Online Inc.
94022,2,Aquilini buys half of Vancouver Canucks,"VANCOUVER, British Columbia -- Local businessman Francesco Aquilini bought half of the Vancouver Canucks from American John McCaw."
100234,4,Red Cross tsunami victims' Web site overwhelmed,"A Red Cross Web site designed to help relatives locate survivors of last week's Indian Ocean tsunami partially crashed last week after being overwhelmed by traffic in its first 24 hours, a spokesman said."
32404,2,U.S. Defiance Undermined by Lack of Conviction," BLOOMFIELD HILLS, Mich. (Reuters) - The words were there  but the conviction was missing as members of the U.S. team  vowed to produce another Ryder Cup miracle Saturday."
91553,3,Barnes   Noble Gives Up GameStop,The nation's largest bookseller reports a fall in earnings and completes a spinoff.
60724,3,Coventry Health to Buy First Health," CHICAGO (Reuters) - Coventry Health Care Inc. <A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=CVH.N target=/stocks/quickinfo/fullquote"">CVH.N</A> on  Thursday said it agreed to buy rival health plan First Health  Group Corp. <A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=FHCC.O target=/stocks/quickinfo/fullquote"">FHCC.O</A> for about $1.8 billion in stock and cash  as it looks to expand its geographic reach and keep pace with  rivals."
85458,1,"Reaching out, Bush hews to stance","When President Bush walked into Halifax 's Pier 21 on Wednesday, the stage was literally set for him to usher in a new era of partnership "
71281,3,EU to Lift Sanctions as Bush Signs Law Repealing Tax Breaks,The European Union will lift sanctions on US imports after President George W. Bush signed a law replacing an illegal export tax subsidy with a $145 billion package of new corporate tax cuts and a buyout for tobacco farmers.
59903,4,Vonage talks about 911 advancements,Does Rhode Island have the answer to a major problem facing the Internet phone industry?
2934,3,Barclays Buys CIBC US Credit Card Unit for $293 Mln (Update5),"Aug. 18 (Bloomberg) -- Barclays Plc, the UK 's third-biggest lender by assets, agreed to buy the US credit card business of Canadian Imperial Bank of Commerce for $293 million to expand into the world 's biggest credit card market. "
32501,1,Bush Surveys Hurricane Damage in Florida,"PENSACOLA, Fla. - President Bush on Sunday got a firsthand look at Hurricane Ivan's devastation during his third trip to Florida to assess the damage from this summer's fierce storms in the South..."
